Ad_Id,House_Type,Bedrooms,Bathrooms,Hydro,Heat,Water,Parking,Pet_Friendly,Air_Conditioning,Smoking,Laundry,Dishwasher,Fridge,Furnished,Gym,Pool,24_Hour_Security,Bicycle_Parking,Storage_Space,Elevator_in_Building,Personal_Outdoor_Space,Agreement,Region,Size,Rent
Ad ID 1542538125,House,3,2,No,No,No,0,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1100,1800
Ad ID 1542544747,House,3,1,No,No,No,0,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1000,1800
Ad ID 1542605142,Duplex/Triplex,4,1,No,Yes,Yes,1,Limited,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1000,1450
Ad ID 1542687618,Apartment,2,1,No,No,No,1,No,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Walkerville West Fontainbleu Walker,1,
Ad ID 1542704497,House,3 + Den,1.5,No,No,No,3,Limited,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South East Malden,2000,1600
Ad ID 1542816470,Duplex/Triplex,2 + Den,1,No,Yes,Yes,1,Yes,No,Outdoors only,Laundry (In Unit),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor South Central West Walkerville Remington P,980,1275
Ad ID 1542862192,Apartment,1,1,No,Yes,Yes,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Yes,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor Riverside,578,1195
Ad ID 1542898138,Duplex/Triplex,2,1,Yes,Yes,Yes,3,No,Yes,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor City Centre NW Walkerville,800,900
Ad ID 1542957365,House,5+,2,Yes,Yes,Yes,1,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1600,500
Ad ID 1542979947,House,3,1,No,No,No,1,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1000,1600
Ad ID 1543003490,Apartment,1,1,No,Yes,Yes,1,Yes,Yes,No,Laundry (In Building),Yes,Yes,No,Yes,Yes,Yes,Yes,Not Included,Yes,Balcony,1 Year,Windsor Riverside,550,1454
Ad ID 1543053784,House,3,1,Yes,Yes,Yes,3,No,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South East Malden,2380,1900
Ad ID 1543082590,House,4,1,No,No,No,0,No,Yes,No,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Month-to-month,Windsor University South Cameron,700,1400
Ad ID 1543087578,Condo,2,2,No,No,Yes,1,No,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Yes,Not Included,Yes,Balcony,1 Year,Windsor South East Malden,1050,1550
Ad ID 1543091434,House,3 + Den,2,No,No,No,2,No,Yes,No,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Walkerville West Fontainbleu Walker,650,2450
Ad ID 1543243659,Duplex/Triplex,2,1,No,No,Yes,1,No,No,Outdoors only,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1100,1350
Ad ID 1543476854,Condo,1,1,No,No,Yes,1,No,Yes,No,Laundry (In Building),Yes,Yes,No,Yes,Yes,Yes,Not Included,Not Included,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,763,1850
Ad ID 1543506752,Duplex/Triplex,3 + Den,1,No,No,No,1,Limited,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1200,1475
Ad ID 1543531255,House,3,1,Yes,Yes,Yes,1,No,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor City Centre NW Walkerville,1500,
Ad ID 1543560374,House,4,2,No,No,No,3,Limited,Yes,Yes,Laundry (In Unit)Laundry (In Building),Yes,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,10,2100
Ad ID 1543628852,Apartment,1,1,No,Yes,Yes,0,No,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,1,825
Ad ID 1543641243,House,3,2,No,No,No,2,Yes,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Riverside,1700,1895
Ad ID 1543644045,Apartment,3,1.5,No,No,Yes,1,No,No,No,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor Sandwich Ojibway West Malden,900,
Ad ID 1543716664,Duplex/Triplex,2,1,Yes,Yes,Yes,0,No,Yes,Outdoors only,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,800,1450
Ad ID 1543733879,Duplex/Triplex,2,1,No,No,Yes,3,Limited,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,900,1500
Ad ID 1543764571,Duplex/Triplex,2,1,Yes,Yes,Yes,0,No,Yes,No,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,800,1200
Ad ID 1543836888,Apartment,Bachelor/Studio,1,No,Yes,Yes,1,No,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,Month-to-month,Windsor University South Cameron,750,700
Ad ID 1543873535,Condo,2,1.5,No,No,Yes,2,Yes,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Yes,Yes,Not Included,Not Included,Yes,Yes,Not Included,1 Year,Windsor East East Walkerville,1058,1900
Ad ID 1543947192,Duplex/Triplex,2 + Den,1.5,No,No,No,1,No,Yes,No,Laundry (In Unit),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1000,1500
Ad ID 1543967082,Townhouse,3,1.5,No,No,No,1,No,Yes,No,Laundry (In Unit),Yes,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South East Malden,1000,1500
Ad ID 1544017034,Apartment,1,1,Yes,Yes,Yes,1,No,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Month-to-month,Windsor City Centre NW Walkerville,100,400
Ad ID 1544030127,House,2,1,No,Yes,Yes,0,No,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1000,1250
Ad ID 1544057018,Duplex/Triplex,2,1,Yes,Yes,Yes,1,No,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Sandwich Ojibway West Malden,600,1500
Ad ID 1544270538,House,3,1.5,No,No,No,2,No,Yes,No,Laundry (In Building),Yes,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,1500,1590
Ad ID 1544282215,Duplex/Triplex,3,1,No,No,No,1,No,Yes,No,Laundry (In Unit),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,1100,1275
Ad ID 1544291864,Apartment,2,1,No,No,Yes,1,Yes,No,Outdoors only,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor University South Cameron,900,1200
Ad ID 1544341870,Apartment,1,1,Yes,Yes,Yes,1,Yes,Yes,Outdoors only,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Yes,Not Included,Not Included,Yes,Balcony,1 Year,Windsor Sandwich Ojibway West Malden,1050,950
Ad ID 1544373944,House,5+,2,No,No,No,3,Yes,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1700,2150
Ad ID 1544428536,House,5+,2,No,No,No,3,No,Yes,No,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,2000,1500
Ad ID 1544443101,Duplex/Triplex,2,1,No,No,Yes,0,No,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,650,1195
Ad ID 1544444824,Condo,2,1,No,No,Yes,1,Limited,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor East East Walkerville,1200,1900
Ad ID 1544496281,Townhouse,3,2,No,No,No,1,Limited,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East Riverside,1500,2300
Ad ID 1544510667,Duplex/Triplex,2,1,No,No,No,0,Yes,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Sandwich Ojibway West Malden,1000,1200
Ad ID 1544529292,Duplex/Triplex,2,1,No,No,Yes,1,Yes,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor South Central West Walkerville Remington P,1050,1300
Ad ID 1544545526,Apartment,Bachelor/Studio,1,No,Yes,Yes,0,Limited,No,No,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor Riverside,,1150
Ad ID 1544545535,Apartment,1,1,No,Yes,Yes,0,Limited,Yes,No,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor Riverside,,1225
Ad ID 1544568912,House,4,2,Yes,Yes,Yes,1,Limited,No,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,1000,1600
Ad ID 1544589317,Condo,2,2,No,No,No,1,No,Yes,No,Laundry (In Unit),Yes,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor South East Malden,1100,1600
Ad ID 1544620261,Duplex/Triplex,2 + Den,1.5,No,No,Yes,1,Limited,Yes,Outdoors only,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,2200,
Ad ID 1544630787,House,3,1.5,No,No,No,0,Limited,No,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1150,1700
Ad ID 1544639416,Apartment,3,2,No,No,No,1,Limited,Yes,No,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1500,1698
Ad ID 1544641460,Duplex/Triplex,2,1,No,Yes,Yes,1,No,No,Outdoors only,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East East Walkerville,850,1175
Ad ID 1544654902,House,4,2,No,No,No,3,No,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Sandwich Ojibway West Malden,1200,1650
Ad ID 1544680760,Duplex/Triplex,2,1,No,Yes,No,0,No,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1000,1400
Ad ID 1544697074,Basement,2 + Den,1,No,No,No,2,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1100,1650
Ad ID 1544744852,Duplex/Triplex,2 + Den,1,No,No,Yes,1,Yes,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor South Central West Walkerville Remington P,1051,1300
Ad ID 1544763299,Apartment,1,1,No,No,No,1,No,Yes,No,Not Included,Not Included,Not Included,No,Yes,Yes,Yes,Not Included,Not Included,Yes,Not Included,1 Year,Windsor City Centre NW Walkerville,1000,1250
Ad ID 1544931942,Apartment,1,1,No,Yes,Yes,1,Limited,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor University South Cameron,900,950
Ad ID 1544932330,House,2,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,900,1000
Ad ID 1544936425,House,5+,2,No,No,No,0,No,Yes,No,Laundry (In Unit),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1500,1800
Ad ID 1544938381,House,5+,2,No,No,No,1,No,Yes,No,Laundry (In Unit),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1000,1500
Ad ID 1544951719,Apartment,2,1,No,No,No,1,No,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,160,1000
Ad ID 1544968907,Apartment,Bachelor/Studio,1,No,Yes,Yes,0,No,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,700,800
Ad ID 1544996292,Duplex/Triplex,2 + Den,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Unit),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,800,1600
Ad ID 1545022175,House,4,2,No,No,No,1,No,Yes,No,Laundry (In Unit),Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1500,1400
Ad ID 1545152049,House,3,1,No,No,No,2,No,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1100,1750
Ad ID 1545158656,House,5+,3,No,No,No,2,No,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,2000,2000
Ad ID 1545268956,Duplex/Triplex,2,1,No,No,Yes,1,No,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,850,1300
Ad ID 1545270297,House,2,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South East Malden,3500,
Ad ID 1545298218,House,3,2,No,No,No,1,No,Yes,No,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1050,1500
Ad ID 1545382363,House,3 + Den,1.5,No,No,No,2,No,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Riverside,1800,
Ad ID 1545396191,House,4,3,No,No,No,2,No,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Roseland,1400,2500
Ad ID 1545433833,Apartment,1,1,No,No,No,1,No,No,No,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Month-to-month,Windsor East Riverside,1000,1000
Ad ID 1545437377,Apartment,Bachelor/Studio,1,No,Yes,Yes,0,Yes,No,Yes,Laundry (In Building),Yes,Yes,No,Yes,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor South Central West Walkerville Remington P,460,1075
Ad ID 1545500870,Apartment,2,1,Yes,No,Yes,1,No,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Yes,Not Included,Balcony,1 Year,Windsor South Central West Walkerville Remington P,750,1250
Ad ID 1545503634,Apartment,2,1.5,No,No,Yes,2,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1200,1400
Ad ID 1545571603,House,1,1,No,No,No,1,No,No,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Month-to-month,Windsor City Centre NW Walkerville,1110,
Ad ID 1545600848,House,4,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Unit),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1400,1800
Ad ID 1545610512,House,3,1.5,No,No,No,0,Limited,No,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1150,1700
Ad ID 1545656870,Townhouse,2,1,No,No,No,1,Yes,Yes,No,Laundry (In Unit),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor West Forest Glade East Fontainbleu,1,
Ad ID 1545659703,Apartment,1,1,No,No,Yes,1,No,Yes,No,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,1500,900
